name,year,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter,v_id
Joan,1988,10,12,6,11.8,-50.1,tropical storm,0,45,1000,,,1879
Joan,1988,10,12,12,12.1,-51.3,tropical storm,0,45,1003,,,1880
Joan,1988,10,12,18,12.3,-52.5,tropical storm,0,40,1006,,,1881
Joan,1988,10,13,0,12.4,-53.8,tropical storm,0,40,1007,,,1882
Joan,1988,10,13,6,12.5,-54.9,tropical storm,0,40,1007,,,1883
Joan,1988,10,13,12,12.6,-56.0,tropical storm,0,40,1006,,,1884
Joan,1988,10,13,18,12.7,-57.1,tropical storm,0,40,1005,,,1885
Joan,1988,10,14,0,12.6,-58.3,tropical storm,0,40,1003,,,1886
Joan,1988,10,14,6,12.4,-59.4,tropical storm,0,40,1002,,,1887
Joan,1988,10,14,12,12.2,-60.0,tropical storm,0,45,1001,,,1888
Joan,1988,10,14,18,12.0,-60.8,tropical storm,0,45,1001,,,1889
Joan,1988,10,15,0,12.1,-61.5,tropical storm,0,45,1003,,,1890
Joan,1988,10,15,1,12.1,-61.8,tropical storm,0,45,1003,,,1891
Joan,1988,10,15,6,12.1,-62.8,tropical storm,0,45,1004,,,1892
Joan,1988,10,15,12,12.0,-63.8,tropical storm,0,45,1004,,,1893
Joan,1988,10,15,18,11.9,-64.9,tropical storm,0,45,1003,,,1894
Joan,1988,10,16,0,12.0,-66.1,tropical storm,0,45,1002,,,1895
Joan,1988,10,16,6,12.0,-67.2,tropical storm,0,50,1001,,,1896
Joan,1988,10,16,12,11.9,-68.2,tropical storm,0,50,1000,,,1897
Joan,1988,10,16,18,12.0,-69.2,tropical storm,0,50,999,,,1898
Joan,1988,10,17,0,12.0,-70.2,tropical storm,0,55,998,,,1899
Joan,1988,10,17,6,12.0,-71.2,tropical storm,0,55,997,,,1900
Joan,1988,10,17,12,11.9,-72.1,tropical storm,0,60,995,,,1901
Joan,1988,10,17,18,11.8,-73.0,tropical storm,0,60,993,,,1902
Joan,1988,10,18,0,11.8,-74.0,hurricane,1,65,990,,,1903
Joan,1988,10,18,6,11.7,-75.0,hurricane,1,70,987,,,1904
Joan,1988,10,18,12,11.5,-75.8,hurricane,1,75,984,,,1905
Joan,1988,10,18,18,11.3,-76.5,hurricane,1,80,980,,,1906
Joan,1988,10,19,0,11.2,-77.2,hurricane,2,90,976,,,1907
Joan,1988,10,19,6,11.3,-77.8,hurricane,2,95,970,,,1908
Joan,1988,10,19,12,11.4,-78.3,hurricane,3,105,960,,,1909
Joan,1988,10,19,18,11.3,-78.9,hurricane,3,110,953,,,1910
Joan,1988,10,20,0,11.3,-79.3,hurricane,3,105,956,,,1911
Joan,1988,10,20,6,11.1,-79.8,hurricane,2,85,967,,,1912
Joan,1988,10,20,12,11.1,-79.5,hurricane,1,70,971,,,1913
Joan,1988,10,20,18,11.3,-79.9,hurricane,1,70,973,,,1914
Joan,1988,10,21,0,11.5,-80.3,hurricane,1,75,972,,,1915
Joan,1988,10,21,6,11.5,-80.7,hurricane,2,90,970,,,1916
Joan,1988,10,21,12,11.6,-81.2,hurricane,3,100,964,,,1917
Joan,1988,10,21,18,11.8,-81.8,hurricane,3,110,952,,,1918
Joan,1988,10,22,0,11.9,-82.5,hurricane,4,120,937,,,1919
Joan,1988,10,22,6,11.9,-83.2,hurricane,4,125,932,,,1920
Joan,1988,10,22,10,11.9,-83.7,hurricane,4,125,932,,,1921
Joan,1988,10,22,12,11.9,-83.9,hurricane,4,120,936,,,1922
Joan,1988,10,22,18,12.0,-85.0,hurricane,1,70,983,,,1923
Joan,1988,10,23,0,12.1,-85.9,tropical storm,0,55,993,,,1924
Joan,1988,10,23,6,12.2,-86.8,tropical storm,0,45,1000,,,1925
Keith,1988,11,17,18,14.9,-74.3,tropical depression,-1,30,1008,,,1926
Keith,1988,11,18,0,15.0,-75.5,tropical depression,-1,30,1008,,,1927
Keith,1988,11,18,6,15.0,-76.5,tropical depression,-1,30,1008,,,1928
Keith,1988,11,18,12,15.0,-77.7,tropical depression,-1,30,1008,,,1929
Keith,1988,11,18,18,15.0,-79.0,tropical depression,-1,30,1008,,,1930
Keith,1988,11,19,0,15.0,-79.9,tropical depression,-1,30,1007,,,1931
Keith,1988,11,19,6,15.1,-80.4,tropical depression,-1,30,1007,,,1932
Keith,1988,11,19,12,15.2,-81.2,tropical depression,-1,30,1007,,,1933
Keith,1988,11,19,18,15.5,-81.8,tropical depression,-1,30,1006,,,1934
Keith,1988,11,20,0,15.8,-82.6,tropical depression,-1,30,1005,,,1935
Keith,1988,11,20,6,16.3,-83.4,tropical storm,0,35,1004,,,1936
Keith,1988,11,20,12,17.8,-84.5,tropical storm,0,40,1002,,,1937
Keith,1988,11,20,18,19.1,-85.4,tropical storm,0,45,997,,,1938
Keith,1988,11,21,0,19.8,-86.1,tropical storm,0,60,985,,,1939
Keith,1988,11,21,6,20.7,-86.6,tropical storm,0,60,993,,,1940
Keith,1988,11,21,8,21.2,-86.8,tropical storm,0,60,993,,,1941
Keith,1988,11,21,12,21.8,-87.0,tropical storm,0,60,993,,,1942
Keith,1988,11,21,18,22.4,-87.2,tropical storm,0,60,990,,,1943
Keith,1988,11,22,0,23.1,-87.0,tropical storm,0,60,993,,,1944
Keith,1988,11,22,6,23.8,-86.8,tropical storm,0,55,995,,,1945
Keith,1988,11,22,12,24.4,-86.2,tropical storm,0,55,995,,,1946
Keith,1988,11,22,18,25.5,-85.1,tropical storm,0,55,993,,,1947
Keith,1988,11,23,0,26.5,-84.2,tropical storm,0,55,994,,,1948
Keith,1988,11,23,6,27.3,-82.8,tropical storm,0,55,995,,,1949
Keith,1988,11,23,7,27.3,-82.6,tropical storm,0,55,995,,,1950
Keith,1988,11,23,12,27.9,-81.3,tropical storm,0,35,999,,,1951
Keith,1988,11,23,18,28.9,-79.8,tropical storm,0,40,998,,,1952
Keith,1988,11,24,0,29.7,-77.7,tropical storm,0,50,995,,,1953
Keith,1988,11,24,6,31.0,-75.2,tropical storm,0,55,992,,,1954
Keith,1988,11,24,12,32.5,-70.5,tropical storm,0,60,990,,,1955
Allison,1989,6,24,18,27.0,-96.0,tropical depression,-1,30,1008,,,1956
Allison,1989,6,25,0,27.0,-96.0,tropical depression,-1,30,1006,,,1957
Allison,1989,6,25,6,27.2,-96.0,tropical depression,-1,30,1005,,,1958
Allison,1989,6,25,12,27.4,-95.9,tropical depression,-1,30,1005,,,1959
Allison,1989,6,25,18,27.6,-95.8,tropical depression,-1,30,1005,,,1960
Allison,1989,6,26,0,27.8,-95.8,tropical storm,0,35,1004,,,1961
Allison,1989,6,26,6,28.1,-95.8,tropical storm,0,35,1004,,,1962
Allison,1989,6,26,12,28.6,-95.7,tropical storm,0,40,1003,,,1963
Allison,1989,6,26,13,28.7,-95.7,tropical storm,0,40,1002,,,1964
Allison,1989,6,26,18,29.1,-95.7,tropical storm,0,45,1001,,,1965
Allison,1989,6,27,0,29.7,-95.7,tropical storm,0,45,999,,,1966
Allison,1989,6,27,6,30.2,-95.3,tropical storm,0,35,1000,,,1967
Allison,1989,6,27,12,30.6,-94.9,tropical depression,-1,30,1002,,,1968
Allison,1989,6,27,18,30.9,-94.6,tropical depression,-1,30,1004,,,1969
Barry,1989,7,9,18,12.8,-37.8,tropical depression,-1,25,1015,,,1970
Barry,1989,7,10,0,13.0,-39.9,tropical depression,-1,25,1015,,,1971
Barry,1989,7,10,6,13.9,-42.1,tropical depression,-1,25,1014,,,1972
Barry,1989,7,10,12,15.0,-44.6,tropical depression,-1,30,1013,,,1973
Barry,1989,7,10,18,16.3,-46.9,tropical depression,-1,30,1013,,,1974
Barry,1989,7,11,0,17.7,-48.2,tropical storm,0,35,1012,,,1975
Barry,1989,7,11,6,18.8,-49.2,tropical storm,0,40,1011,,,1976
Barry,1989,7,11,12,19.8,-50.4,tropical storm,0,40,1010,,,1977
Barry,1989,7,11,18,20.7,-51.8,tropical storm,0,40,1007,,,1978
Barry,1989,7,12,0,21.4,-53.1,tropical storm,0,45,1005,,,1979
Barry,1989,7,12,6,22.1,-53.9,tropical storm,0,45,1005,,,1980
Barry,1989,7,12,12,22.8,-54.4,tropical storm,0,45,1005,,,1981
Barry,1989,7,12,18,23.5,-54.9,tropical storm,0,40,1008,,,1982
Barry,1989,7,13,0,23.8,-55.4,tropical storm,0,40,1012,,,1983
Barry,1989,7,13,6,24.0,-56.0,tropical storm,0,35,1014,,,1984
Barry,1989,7,13,12,23.9,-56.6,tropical storm,0,35,1016,,,1985
Barry,1989,7,13,18,23.7,-57.4,tropical depression,-1,30,1017,,,1986
Barry,1989,7,14,0,23.3,-58.1,tropical depression,-1,30,1018,,,1987
Chantal,1989,7,30,12,22.5,-90.0,tropical depression,-1,20,1011,,,1988
Chantal,1989,7,30,18,23.5,-90.2,tropical depression,-1,25,1010,,,1989
Chantal,1989,7,31,0,24.4,-90.5,tropical depression,-1,30,1009,,,1990
Chantal,1989,7,31,6,25.4,-91.0,tropical storm,0,35,1004,,,1991
Chantal,1989,7,31,12,26.2,-91.7,tropical storm,0,50,995,,,1992
Chantal,1989,7,31,18,27.1,-92.2,tropical storm,0,55,993,,,1993
Chantal,1989,8,1,0,27.9,-92.8,hurricane,1,65,991,,,1994
Chantal,1989,8,1,6,28.7,-93.5,hurricane,1,70,987,,,1995
Chantal,1989,8,1,12,29.5,-94.3,hurricane,1,70,984,,,1996
Chantal,1989,8,1,13,29.6,-94.4,hurricane,1,70,986,,,1997
Chantal,1989,8,1,18,30.2,-95.2,tropical storm,0,50,993,,,1998
Chantal,1989,8,2,0,30.8,-96.1,tropical storm,0,35,1000,,,1999
Chantal,1989,8,2,6,31.5,-96.9,tropical depression,-1,25,1004,,,2000
Chantal,1989,8,2,12,32.3,-97.5,tropical depression,-1,20,1007,,,2001
Chantal,1989,8,2,18,33.3,-98.0,tropical depression,-1,20,1008,,,2002
Chantal,1989,8,3,0,34.5,-98.5,tropical depression,-1,20,1009,,,2003
Dean,1989,7,31,6,14.8,-41.8,tropical depression,-1,25,1010,,,2004
Dean,1989,7,31,12,15.0,-44.1,tropical depression,-1,25,1009,,,2005
Dean,1989,7,31,18,15.1,-46.0,tropical depression,-1,30,1008,,,2006
Dean,1989,8,1,0,15.4,-47.6,tropical depression,-1,30,1006,,,2007
Dean,1989,8,1,6,15.8,-49.3,tropical storm,0,35,1004,,,2008
Dean,1989,8,1,12,16.1,-51.1,tropical storm,0,40,1002,,,2009
Dean,1989,8,1,18,16.4,-52.9,tropical storm,0,45,1000,,,2010
Dean,1989,8,2,0,16.6,-54.6,tropical storm,0,50,998,,,2011
Dean,1989,8,2,6,16.9,-56.4,tropical storm,0,60,996,,,2012
Dean,1989,8,2,12,17.3,-58.1,hurricane,1,65,994,,,2013
Dean,1989,8,2,18,17.9,-59.5,hurricane,1,70,992,,,2014
Dean,1989,8,3,0,18.5,-60.7,hurricane,1,70,990,,,2015
Dean,1989,8,3,6,18.9,-61.7,hurricane,1,70,987,,,2016
Dean,1989,8,3,12,19.3,-62.7,hurricane,1,75,985,,,2017
Dean,1989,8,3,18,19.7,-63.4,hurricane,1,75,985,,,2018
Dean,1989,8,4,0,20.1,-63.8,hurricane,1,75,986,,,2019
Dean,1989,8,4,6,20.4,-63.9,hurricane,1,75,986,,,2020
Dean,1989,8,4,12,20.9,-63.9,hurricane,1,75,985,,,2021
Dean,1989,8,4,18,21.6,-63.8,hurricane,1,75,984,,,2022
Dean,1989,8,5,0,22.5,-63.8,hurricane,1,75,983,,,2023
Dean,1989,8,5,6,23.5,-63.8,hurricane,1,75,983,,,2024
Dean,1989,8,5,12,24.7,-63.9,hurricane,1,75,980,,,2025
Dean,1989,8,5,18,26.0,-64.0,hurricane,1,75,980,,,2026
Dean,1989,8,6,0,27.6,-64.3,hurricane,1,75,979,,,2027
Dean,1989,8,6,6,29.2,-64.6,hurricane,1,80,978,,,2028
Dean,1989,8,6,12,30.8,-65.0,hurricane,1,80,975,,,2029
Dean,1989,8,6,18,32.4,-65.1,hurricane,2,85,971,,,2030
Dean,1989,8,7,0,34.0,-64.9,hurricane,2,90,968,,,2031
Dean,1989,8,7,6,35.6,-64.5,hurricane,2,90,969,,,2032
Dean,1989,8,7,12,37.5,-64.0,hurricane,2,85,979,,,2033
Dean,1989,8,7,18,39.4,-63.4,hurricane,1,80,972,,,2034
Dean,1989,8,8,0,41.7,-62.1,hurricane,1,75,975,,,2035
Dean,1989,8,8,6,44.1,-59.7,hurricane,1,65,978,,,2036
Dean,1989,8,8,12,46.5,-56.5,tropical storm,0,55,991,,,2037
Dean,1989,8,8,13,46.9,-55.9,tropical storm,0,55,991,,,2038
Dean,1989,8,8,18,48.8,-53.2,tropical storm,0,45,995,,,2039
Erin,1989,8,18,0,14.3,-22.4,tropical depression,-1,25,1012,,,2040
Erin,1989,8,18,6,15.2,-23.8,tropical depression,-1,25,1012,,,2041
Erin,1989,8,18,12,16.2,-25.2,tropical depression,-1,25,1011,,,2042
Erin,1989,8,18,18,17.0,-26.5,tropical depression,-1,30,1010,,,2043
Erin,1989,8,19,0,17.4,-27.8,tropical depression,-1,30,1009,,,2044
Erin,1989,8,19,6,17.7,-29.4,tropical depression,-1,30,1008,,,2045
Erin,1989,8,19,12,18.1,-31.1,tropical depression,-1,30,1007,,,2046
Erin,1989,8,19,18,18.5,-32.7,tropical storm,0,35,1005,,,2047
Erin,1989,8,20,0,19.1,-34.3,tropical storm,0,35,1004,,,2048
Erin,1989,8,20,6,19.6,-35.6,tropical storm,0,40,1003,,,2049
Erin,1989,8,20,12,20.1,-36.9,tropical storm,0,40,1002,,,2050
Erin,1989,8,20,18,20.6,-38.3,tropical storm,0,40,1001,,,2051
Erin,1989,8,21,0,21.1,-39.7,tropical storm,0,45,1000,,,2052
Erin,1989,8,21,6,22.0,-41.1,tropical storm,0,45,998,,,2053
Erin,1989,8,21,12,23.3,-42.1,tropical storm,0,45,997,,,2054
Erin,1989,8,21,18,24.7,-42.8,tropical storm,0,50,994,,,2055
Erin,1989,8,22,0,26.2,-43.3,tropical storm,0,55,992,,,2056
Erin,1989,8,22,6,27.6,-43.8,tropical storm,0,60,989,,,2057
Erin,1989,8,22,12,28.8,-44.5,hurricane,1,65,986,,,2058
Erin,1989,8,22,18,29.7,-45.2,hurricane,1,70,983,,,2059
Erin,1989,8,23,0,30.3,-45.9,hurricane,1,70,981,,,2060
Erin,1989,8,23,6,30.9,-46.3,hurricane,1,75,979,,,2061
Erin,1989,8,23,12,31.5,-46.2,hurricane,1,80,977,,,2062
Erin,1989,8,23,18,32.0,-46.0,hurricane,1,80,975,,,2063
Erin,1989,8,24,0,32.6,-45.6,hurricane,2,85,973,,,2064
Erin,1989,8,24,6,33.3,-45.2,hurricane,2,85,971,,,2065
Erin,1989,8,24,12,34.1,-44.5,hurricane,2,90,970,,,2066
Erin,1989,8,24,18,35.1,-43.6,hurricane,2,90,969,,,2067
Erin,1989,8,25,0,36.3,-42.4,hurricane,2,90,968,,,2068
Erin,1989,8,25,6,37.6,-41.1,hurricane,2,90,969,,,2069
Erin,1989,8,25,12,39.0,-39.7,hurricane,2,90,971,,,2070
Erin,1989,8,25,18,40.6,-38.3,hurricane,2,85,973,,,2071
Erin,1989,8,26,0,42.3,-37.2,hurricane,1,80,976,,,2072
Erin,1989,8,26,6,44.4,-36.2,hurricane,1,75,980,,,2073
Erin,1989,8,26,12,47.0,-35.1,hurricane,1,70,983,,,2074
Erin,1989,8,26,18,49.5,-33.5,hurricane,1,65,986,,,2075
Erin,1989,8,27,0,51.9,-31.8,tropical storm,0,60,991,,,2076
Felix,1989,8,26,0,16.8,-21.0,tropical depression,-1,25,1009,,,2077
Felix,1989,8,26,6,16.9,-21.7,tropical depression,-1,30,1008,,,2078
Felix,1989,8,26,12,17.0,-22.2,tropical depression,-1,30,1007,,,2079
Felix,1989,8,26,18,17.2,-22.9,tropical storm,0,35,1005,,,2080
Felix,1989,8,27,0,17.4,-23.5,tropical storm,0,35,1003,,,2081
Felix,1989,8,27,6,17.8,-23.9,tropical storm,0,40,1001,,,2082
Felix,1989,8,27,12,18.2,-24.0,tropical storm,0,45,1000,,,2083
Felix,1989,8,27,18,18.7,-24.3,tropical storm,0,50,998,,,2084
Felix,1989,8,28,0,19.1,-24.6,tropical storm,0,50,996,,,2085
Felix,1989,8,28,6,19.7,-24.8,tropical storm,0,55,995,,,2086
Felix,1989,8,28,12,20.0,-24.9,tropical storm,0,50,995,,,2087
Felix,1989,8,28,18,20.5,-24.9,tropical storm,0,50,995,,,2088
Felix,1989,8,29,0,20.8,-25.3,tropical storm,0,45,1000,,,2089
Felix,1989,8,29,6,21.1,-26.0,tropical storm,0,35,1001,,,2090
Felix,1989,8,29,12,21.4,-26.9,tropical storm,0,35,1005,,,2091
Felix,1989,8,29,18,21.9,-27.8,tropical depression,-1,30,1006,,,2092
Felix,1989,8,30,0,22.5,-28.7,tropical depression,-1,30,1008,,,2093
Felix,1989,8,30,6,23.4,-29.7,tropical depression,-1,30,1009,,,2094
Felix,1989,8,30,12,24.2,-31.0,tropical depression,-1,30,1009,,,2095
Felix,1989,8,30,18,25.1,-32.4,tropical depression,-1,30,1010,,,2096
Felix,1989,8,31,0,26.3,-34.0,tropical depression,-1,30,1010,,,2097
Felix,1989,8,31,6,27.6,-35.6,tropical depression,-1,30,1010,,,2098
Felix,1989,8,31,12,28.9,-37.1,tropical depression,-1,30,1010,,,2099
Felix,1989,8,31,18,29.7,-38.6,tropical depression,-1,30,1010,,,2100
Felix,1989,9,1,0,30.5,-39.7,tropical depression,-1,30,1009,,,2101
Felix,1989,9,1,6,31.1,-41.1,tropical depression,-1,30,1009,,,2102
Felix,1989,9,1,12,31.8,-40.8,tropical depression,-1,30,1009,,,2103
Felix,1989,9,1,18,32.2,-40.9,tropical depression,-1,30,1009,,,2104
Felix,1989,9,2,0,32.7,-40.9,tropical depression,-1,30,1008,,,2105
Felix,1989,9,2,6,33.0,-40.9,tropical depression,-1,30,1008,,,2106
Felix,1989,9,2,12,33.1,-41.0,tropical depression,-1,30,1008,,,2107
Felix,1989,9,2,18,33.2,-41.3,tropical depression,-1,30,1008,,,2108
Felix,1989,9,3,0,33.2,-41.8,tropical storm,0,35,1005,,,2109
Felix,1989,9,3,6,33.4,-42.3,tropical storm,0,35,1005,,,2110
Felix,1989,9,3,12,33.5,-42.9,tropical storm,0,35,1005,,,2111
Felix,1989,9,3,18,33.8,-43.9,tropical storm,0,35,1005,,,2112
Felix,1989,9,4,0,34.0,-45.2,tropical storm,0,40,1004,,,2113
Felix,1989,9,4,6,34.3,-46.3,tropical storm,0,40,1003,,,2114
Felix,1989,9,4,12,34.9,-47.5,tropical storm,0,45,1002,,,2115
Felix,1989,9,4,18,35.3,-48.1,tropical storm,0,45,1000,,,2116
Felix,1989,9,5,0,35.7,-48.8,tropical storm,0,55,995,,,2117
Felix,1989,9,5,6,36.0,-48.7,hurricane,1,65,988,,,2118
Felix,1989,9,5,12,36.3,-48.6,hurricane,1,70,982,,,2119
Felix,1989,9,5,18,36.7,-48.3,hurricane,1,75,979,,,2120
Felix,1989,9,6,0,36.9,-48.2,hurricane,1,75,979,,,2121
Felix,1989,9,6,6,37.2,-48.1,hurricane,1,75,979,,,2122
Felix,1989,9,6,12,37.4,-48.0,hurricane,1,70,982,,,2123
Felix,1989,9,6,18,37.6,-47.9,hurricane,1,70,984,,,2124
Felix,1989,9,7,0,38.0,-47.8,hurricane,1,65,988,,,2125
Felix,1989,9,7,6,38.5,-47.7,tropical storm,0,60,990,,,2126
Felix,1989,9,7,12,39.3,-47.6,tropical storm,0,55,992,,,2127
Felix,1989,9,7,18,40.4,-47.0,tropical storm,0,50,994,,,2128
Felix,1989,9,8,0,41.3,-46.7,tropical storm,0,50,995,,,2129
Felix,1989,9,8,6,42.4,-45.8,tropical storm,0,45,998,,,2130
Felix,1989,9,8,12,43.6,-44.8,tropical storm,0,45,1000,,,2131
Felix,1989,9,8,18,45.0,-42.8,tropical storm,0,40,1002,,,2132
Felix,1989,9,9,0,46.5,-40.5,tropical storm,0,35,1005,,,2133
Gabrielle,1989,8,30,12,11.6,-21.0,tropical depression,-1,25,1011,,,2134
Gabrielle,1989,8,30,18,11.3,-23.0,tropical depression,-1,30,1009,,,2135
Gabrielle,1989,8,31,0,11.3,-24.8,tropical storm,0,35,1005,,,2136
Gabrielle,1989,8,31,6,11.4,-26.5,tropical storm,0,35,1005,,,2137
Gabrielle,1989,8,31,12,11.5,-28.3,tropical storm,0,45,1000,,,2138
Gabrielle,1989,8,31,18,11.5,-30.0,tropical storm,0,55,994,,,2139
Gabrielle,1989,9,1,0,11.5,-31.7,hurricane,1,65,987,,,2140
Gabrielle,1989,9,1,6,11.8,-33.4,hurricane,1,65,987,,,2141
Gabrielle,1989,9,1,12,12.3,-35.1,hurricane,1,65,987,,,2142
Gabrielle,1989,9,1,18,12.8,-36.8,hurricane,1,65,987,,,2143
Gabrielle,1989,9,2,0,13.4,-38.6,hurricane,1,75,980,,,2144
Gabrielle,1989,9,2,6,13.9,-40.3,hurricane,1,80,977,,,2145
Gabrielle,1989,9,2,12,14.4,-42.0,hurricane,2,85,974,,,2146
Gabrielle,1989,9,2,18,14.8,-43.8,hurricane,2,90,970,,,2147
Gabrielle,1989,9,3,0,15.2,-45.5,hurricane,2,95,966,,,2148
Gabrielle,1989,9,3,6,15.6,-47.2,hurricane,3,100,960,,,2149
Gabrielle,1989,9,3,12,16.1,-48.8,hurricane,3,105,948,,,2150
Gabrielle,1989,9,3,18,16.5,-50.3,hurricane,3,105,937,,,2151
Gabrielle,1989,9,3,20,16.8,-50.9,hurricane,3,105,935,,,2152
Gabrielle,1989,9,4,0,17.0,-51.5,hurricane,3,105,937,,,2153
Gabrielle,1989,9,4,6,17.4,-52.7,hurricane,3,110,940,,,2154
Gabrielle,1989,9,4,12,18.0,-53.8,hurricane,4,115,942,,,2155
Gabrielle,1989,9,4,18,18.6,-54.8,hurricane,4,120,942,,,2156
Gabrielle,1989,9,5,0,19.3,-55.7,hurricane,4,125,944,,,2157
Gabrielle,1989,9,5,6,19.9,-56.5,hurricane,4,125,941,,,2158
Gabrielle,1989,9,5,12,20.6,-57.2,hurricane,4,125,941,,,2159
Gabrielle,1989,9,5,18,21.4,-57.8,hurricane,4,125,941,,,2160
Gabrielle,1989,9,6,0,22.2,-58.3,hurricane,4,125,944,,,2161
Gabrielle,1989,9,6,6,23.1,-58.8,hurricane,4,120,942,,,2162
Gabrielle,1989,9,6,12,24.0,-59.3,hurricane,4,120,944,,,2163
Gabrielle,1989,9,6,18,25.1,-59.8,hurricane,4,120,944,,,2164
Gabrielle,1989,9,7,0,26.4,-60.0,hurricane,4,120,943,,,2165
Gabrielle,1989,9,7,6,27.7,-60.0,hurricane,3,105,948,,,2166
Gabrielle,1989,9,7,12,29.0,-59.9,hurricane,2,95,950,,,2167
Gabrielle,1989,9,7,18,30.5,-59.8,hurricane,2,95,951,,,2168
Gabrielle,1989,9,8,0,32.1,-59.6,hurricane,2,95,951,,,2169
Gabrielle,1989,9,8,6,33.7,-59.6,hurricane,2,90,955,,,2170
Gabrielle,1989,9,8,12,35.1,-59.6,hurricane,2,85,961,,,2171
Gabrielle,1989,9,8,18,36.4,-59.7,hurricane,1,80,970,,,2172
Gabrielle,1989,9,9,0,37.2,-59.8,hurricane,1,75,979,,,2173
Gabrielle,1989,9,9,6,38.0,-59.9,hurricane,1,70,987,,,2174
Gabrielle,1989,9,9,12,38.5,-60.0,hurricane,1,65,988,,,2175
Gabrielle,1989,9,9,18,38.9,-60.1,hurricane,1,65,990,,,2176
Gabrielle,1989,9,10,0,39.1,-60.3,hurricane,1,65,990,,,2177
Gabrielle,1989,9,10,6,39.1,-60.4,tropical storm,0,60,994,,,2178
Gabrielle,1989,9,10,12,39.1,-60.6,tropical storm,0,60,996,,,2179
Gabrielle,1989,9,10,18,39.1,-61.1,tropical storm,0,55,998,,,2180
Gabrielle,1989,9,11,0,39.1,-61.6,tropical storm,0,50,1000,,,2181
Gabrielle,1989,9,11,6,39.0,-62.0,tropical storm,0,45,1002,,,2182
Gabrielle,1989,9,11,12,39.4,-62.0,tropical storm,0,40,1003,,,2183
Gabrielle,1989,9,11,18,39.9,-61.3,tropical storm,0,35,1005,,,2184
Gabrielle,1989,9,12,0,40.2,-60.6,tropical storm,0,35,1005,,,2185
Gabrielle,1989,9,12,6,40.3,-59.7,tropical storm,0,35,1006,,,2186
Gabrielle,1989,9,12,12,40.5,-58.7,tropical depression,-1,30,1007,,,2187
Gabrielle,1989,9,12,18,41.0,-57.1,tropical depression,-1,30,1008,,,2188
Gabrielle,1989,9,13,0,41.8,-55.3,tropical depression,-1,30,1009,,,2189
Gabrielle,1989,9,13,6,42.7,-53.5,tropical depression,-1,30,1010,,,2190
Gabrielle,1989,9,13,12,43.8,-51.5,tropical depression,-1,30,1010,,,2191
Hugo,1989,9,10,12,13.2,-20.0,tropical depression,-1,25,1010,,,2192
Hugo,1989,9,10,18,13.3,-21.8,tropical depression,-1,25,1010,,,2193
Hugo,1989,9,11,0,13.2,-23.7,tropical depression,-1,30,1009,,,2194
Hugo,1989,9,11,6,13.0,-25.5,tropical depression,-1,30,1007,,,2195
Hugo,1989,9,11,12,12.8,-27.3,tropical depression,-1,30,1005,,,2196
Hugo,1989,9,11,18,12.5,-29.2,tropical storm,0,35,1003,,,2197
Hugo,1989,9,12,0,12.5,-31.0,tropical storm,0,40,1002,,,2198
Hugo,1989,9,12,6,12.5,-32.9,tropical storm,0,45,1000,,,2199
Hugo,1989,9,12,12,12.5,-34.8,tropical storm,0,45,998,,,2200
Hugo,1989,9,12,18,12.6,-36.7,tropical storm,0,50,996,,,2201
Hugo,1989,9,13,0,12.6,-38.2,tropical storm,0,55,994,,,2202
Hugo,1989,9,13,6,12.7,-40.0,tropical storm,0,55,992,,,2203
Hugo,1989,9,13,12,12.8,-41.8,tropical storm,0,60,990,,,2204
Hugo,1989,9,13,18,12.8,-43.5,hurricane,1,65,987,,,2205
Hugo,1989,9,14,0,12.9,-44.9,hurricane,1,70,984,,,2206
Hugo,1989,9,14,6,13.0,-46.3,hurricane,1,80,980,,,2207
Hugo,1989,9,14,12,13.2,-47.8,hurricane,2,85,975,,,2208
Hugo,1989,9,14,18,13.6,-49.1,hurricane,2,90,970,,,2209
Hugo,1989,9,15,0,13.8,-50.5,hurricane,3,100,962,,,2210
Hugo,1989,9,15,6,14.0,-51.9,hurricane,3,110,957,,,2211
Hugo,1989,9,15,12,14.2,-53.3,hurricane,4,125,940,,,2212
Hugo,1989,9,15,18,14.6,-54.6,hurricane,5,140,918,,,2213
Hugo,1989,9,16,0,14.8,-56.1,hurricane,4,135,923,,,2214
Hugo,1989,9,16,6,15.1,-57.3,hurricane,4,130,927,,,2215
Hugo,1989,9,16,12,15.4,-58.4,hurricane,4,120,940,,,2216
Hugo,1989,9,16,18,15.8,-59.4,hurricane,4,120,941,,,2217
Hugo,1989,9,17,0,16.1,-60.4,hurricane,4,120,941,,,2218
Hugo,1989,9,17,5,16.3,-61.3,hurricane,4,120,941,,,2219
Hugo,1989,9,17,6,16.4,-61.5,hurricane,4,120,943,,,2220
Hugo,1989,9,17,12,16.6,-62.5,hurricane,4,125,949,,,2221
Hugo,1989,9,17,18,16.9,-63.5,hurricane,4,125,945,,,2222
Hugo,1989,9,18,0,17.2,-64.1,hurricane,4,130,934,,,2223
Hugo,1989,9,18,6,17.7,-64.8,hurricane,4,120,940,,,2224
Hugo,1989,9,18,12,18.2,-65.5,hurricane,3,110,945,,,2225
Hugo,1989,9,18,13,18.3,-65.6,hurricane,3,110,946,,,2226
Hugo,1989,9,18,18,19.1,-66.4,hurricane,3,105,958,,,2227
